dates,otherstuff
2024/08/21,0.31226
2024/08/22,0.40863
2024/08/23,0.35537
2024/08/24,0.20246
2024/08/25,0.11274
2024/08/26,0.05262
2024/08/27,0.52166
2024/08/28,0.28956
2024/08/29,0.73638
2024/08/30,0.97973
2024/08/31,0.73791
2024/09/01,0.66679
2024/09/02,0.14167
2024/09/03,0.93832
2024/09/04,0.03802
2024/09/05,0.73564
2024/09/06,0.73766
2024/09/07,0.99151
2024/09/08,0.65126
2024/09/09,0.3457
2024/09/10,0.32485
2024/09/11,0.02006
2024/09/12,0.54236
2024/09/13,0.63982
2024/09/14,0.55171
2024/09/15,0.99298
2024/09/16,0.69289
2024/09/17,0.28889
2024/09/18,0.47502
2024/09/19,0.42204
2024/09/20,0.90524
2024/09/21,0.83739
2024/09/22,0.34902
2024/09/23,0.00651
2024/09/24,0.03341
2024/09/25,0.66952
2024/09/26,0.67494
2024/09/27,0.16976
2024/09/28,0.36312
2024/09/29,0.10688
2024/09/30,0.82132
2024/10/01,0.64155
2024/10/02,0.61182
2024/10/03,0.26261
2024/10/04,0.30669
2024/10/05,0.12562
2024/10/06,0.74123
2024/10/07,0.30973
2024/10/08,0.4187
2024/10/09,0.19174
2024/10/10,0.02241
2024/10/11,0.17654
2024/10/12,0.53586
2024/10/13,0.14333
2024/10/14,0.04201
2024/10/15,0.55098
2024/10/16,0.2493
2024/10/17,0.26564
2024/10/18,0.72589
2024/10/19,0.8988
2024/10/20,0.97798
2024/10/21,0.80273
2024/10/22,0.51316
2024/10/23,0.06953
2024/10/24,0.08543
2024/10/25,0.91315
2024/10/26,0.71524
2024/10/27,0.59797
2024/10/28,0.28354
2024/10/29,0.35882
2024/10/30,0.47296
2024/10/31,0.92241
2024/11/01,0.10996
2024/11/02,0.64477
2024/11/03,0.70135
2024/11/04,0.93125
2024/11/05,0.90368
2024/11/06,0.98984
2024/11/07,0.22694
2024/11/08,0.57753
2024/11/09,0.4577
2024/11/10,0.70109
2024/11/11,0.76888
2024/11/12,0.45542
2024/11/13,0.58879
2024/11/14,0.5096
2024/11/15,0.91064
2024/11/16,0.75974
2024/11/17,0.2287
2024/11/18,0.07003
2024/11/19,0.79332
2024/11/20,0.97299
2024/11/21,0.70666
2024/11/22,0.32203
2024/11/23,0.8082
2024/11/24,0.73257
2024/11/25,0.15973
2024/11/26,0.98442
2024/11/27,0.1275
2024/11/28,0.74988
2024/11/29,0.68976
2024/11/30,0.68446
2024/12/01,0.55413
2024/12/02,0.34303
2024/12/03,0.85401
2024/12/04,0.13238
2024/12/05,0.72238
2024/12/06,0.54247
2024/12/07,0.18773
2024/12/08,0.84635
2024/12/09,0.52928
2024/12/10,0.9523
2024/12/11,0.19798
2024/12/12,0.69549
2024/12/13,0.27003
2024/12/14,0.16248
2024/12/15,0.27852
2024/12/16,0.15735
2024/12/17,0.48375
2024/12/18,0.3623
2024/12/19,0.32227
2024/12/20,0.51632
2024/12/21,0.58236
2024/12/22,0.60898
2024/12/23,0.90953
2024/12/24,0.78359
2024/12/25,0.78149
2024/12/26,0.32916
2024/12/27,0.57023
2024/12/28,0.10918
2024/12/29,0.34749
2024/12/30,0.61255
2024/12/31,0.22952
