dates,otherstuff
11/07/2024,0.72925
12/07/2024,0.05717
13/07/2024,0.41456
14/07/2024,0.54044
15/07/2024,0.00758
16/07/2024,0.43481
17/07/2024,0.51527
18/07/2024,0.71123
19/07/2024,0.86524
20/07/2024,0.99581
21/07/2024,0.2762
22/07/2024,0.24638
23/07/2024,0.00804
24/07/2024,0.18165
25/07/2024,0.1243
26/07/2024,0.51347
27/07/2024,0.56327
28/07/2024,0.76748
29/07/2024,0.89321
30/07/2024,0.61612
31/07/2024,0.55403
01/08/2024,0.29951
02/08/2024,0.53501
03/08/2024,0.60692
04/08/2024,0.0085
05/08/2024,0.57277
06/08/2024,0.33825
07/08/2024,0.85268
08/08/2024,0.74466
09/08/2024,0.29486
10/08/2024,0.23387
11/08/2024,0.00827
12/08/2024,0.19941
13/08/2024,0.047
14/08/2024,0.72067
15/08/2024,0.95005
16/08/2024,0.78807
17/08/2024,0.39381
18/08/2024,0.59793
19/08/2024,0.36428
20/08/2024,0.45406
21/08/2024,0.06554
22/08/2024,0.91092
23/08/2024,0.80696
24/08/2024,0.04603
25/08/2024,0.59774
26/08/2024,0.7527
27/08/2024,0.25419
28/08/2024,0.25141
29/08/2024,0.05398
30/08/2024,0.3129
31/08/2024,0.45226
01/09/2024,0.5312
02/09/2024,0.68973
03/09/2024,0.05459
04/09/2024,0.11855
05/09/2024,0.57749
06/09/2024,0.61045
07/09/2024,0.52684
08/09/2024,0.59534
09/09/2024,0.00649
10/09/2024,0.52087
11/09/2024,0.22241
12/09/2024,0.55795
13/09/2024,0.41357
14/09/2024,0.23695
15/09/2024,0.36867
16/09/2024,0.68106
17/09/2024,0.84908
18/09/2024,0.63071
19/09/2024,0.60152
20/09/2024,0.92229
21/09/2024,0.71386
22/09/2024,0.8311
23/09/2024,0.49451
24/09/2024,0.2951
25/09/2024,0.5256
26/09/2024,0.83869
27/09/2024,0.68275
28/09/2024,0.24432
29/09/2024,0.83397
30/09/2024,0.26061
01/10/2024,0.63247
02/10/2024,0.76443
03/10/2024,0.79154
04/10/2024,0.50017
05/10/2024,0.27898
06/10/2024,0.6702
07/10/2024,0.82323
08/10/2024,0.83484
09/10/2024,0.47862
10/10/2024,0.82644
11/10/2024,0.05175
12/10/2024,0.05506
13/10/2024,0.62573
14/10/2024,0.74306
15/10/2024,0.74561
16/10/2024,0.26831
17/10/2024,0.40757
18/10/2024,0.79808
19/10/2024,0.45829
20/10/2024,0.8112
21/10/2024,0.16209
22/10/2024,0.70903
23/10/2024,0.26388
24/10/2024,0.89633
25/10/2024,0.86291
26/10/2024,0.33565
27/10/2024,0.04775
28/10/2024,0.34132
29/10/2024,0.70388
30/10/2024,0.36579
31/10/2024,0.32793
01/11/2024,0.55747
02/11/2024,0.50243
03/11/2024,0.78425
04/11/2024,0.87464
05/11/2024,0.982
06/11/2024,0.11846
07/11/2024,0.84195
08/11/2024,0.80586
09/11/2024,0.88151
10/11/2024,0.34974
11/11/2024,0.74139
12/11/2024,0.54995
13/11/2024,0.58005
14/11/2024,0.49834
15/11/2024,0.72238
16/11/2024,0.97489
17/11/2024,0.29594
18/11/2024,0.66358
19/11/2024,0.21242
20/11/2024,0.51182
21/11/2024,0.29665
22/11/2024,0.20831
23/11/2024,0.15511
24/11/2024,0.90958
25/11/2024,0.57267
26/11/2024,0.20901
27/11/2024,0.66259
28/11/2024,0.38054
29/11/2024,0.34717
30/11/2024,0.20294
01/12/2024,0.36647
02/12/2024,0.50026
03/12/2024,0.01196
04/12/2024,0.08536
05/12/2024,0.94928
06/12/2024,0.34603
07/12/2024,0.06117
08/12/2024,0.37942
09/12/2024,0.53534
10/12/2024,0.01532
11/12/2024,0.28576
12/12/2024,0.56313
13/12/2024,0.51461
14/12/2024,0.47712
15/12/2024,0.5504
16/12/2024,0.24635
17/12/2024,0.56434
18/12/2024,0.72802
19/12/2024,0.4535
20/12/2024,0.51052
21/12/2024,0.63482
22/12/2024,0.23875
23/12/2024,0.71748
24/12/2024,0.03953
25/12/2024,0.2351
26/12/2024,0.92055
27/12/2024,0.75869
28/12/2024,0.51512
29/12/2024,0.41553
30/12/2024,0.61094
31/12/2024,0.29656
