dates,otherstuff
03/24/2024,0.50383
03/25/2024,0.04803
03/26/2024,0.73957
03/27/2024,0.22997
03/28/2024,0.24306
03/29/2024,0.49786
03/30/2024,0.74187
03/31/2024,0.44871
04/01/2024,0.51629
04/02/2024,0.43777
04/03/2024,0.07218
04/04/2024,0.99494
04/05/2024,0.69509
04/06/2024,0.89136
04/07/2024,0.21718
04/08/2024,0.87138
04/09/2024,0.21624
04/10/2024,0.26499
04/11/2024,0.79342
04/12/2024,0.47221
04/13/2024,0.56571
04/14/2024,0.07408
04/15/2024,0.30538
04/16/2024,0.13665
04/17/2024,0.48264
04/18/2024,0.6675
04/19/2024,0.27854
04/20/2024,0.55694
04/21/2024,0.40839
04/22/2024,0.63047
04/23/2024,0.32438
04/24/2024,0.72957
04/25/2024,0.82748
04/26/2024,0.4369
04/27/2024,0.44531
04/28/2024,0.78053
04/29/2024,0.2765
04/30/2024,0.74097
05/01/2024,0.96219
05/02/2024,0.3806
05/03/2024,0.04278
05/04/2024,0.12762
05/05/2024,0.46451
05/06/2024,0.20333
05/07/2024,0.03561
05/08/2024,0.77304
05/09/2024,0.75731
05/10/2024,0.86757
05/11/2024,0.62219
05/12/2024,0.5183
05/13/2024,0.07229
05/14/2024,0.54809
05/15/2024,0.05819
05/16/2024,0.08107
05/17/2024,0.31021
05/18/2024,0.92894
05/19/2024,0.02267
05/20/2024,0.32915
05/21/2024,0.6381
05/22/2024,0.95792
05/23/2024,0.98864
05/24/2024,0.50246
05/25/2024,0.70317
05/26/2024,0.1484
05/27/2024,0.62329
05/28/2024,0.27197
05/29/2024,0.76412
05/30/2024,0.14091
05/31/2024,0.38018
06/01/2024,0.33102
06/02/2024,0.72058
06/03/2024,0.29938
06/04/2024,0.81511
06/05/2024,0.38386
06/06/2024,0.41272
06/07/2024,0.98809
06/08/2024,0.32165
06/09/2024,0.99691
06/10/2024,0.12417
06/11/2024,0.4786
06/12/2024,0.61826
06/13/2024,0.91737
06/14/2024,0.18328
06/15/2024,0.24818
06/16/2024,0.26548
06/17/2024,0.19143
06/18/2024,0.4939
06/19/2024,0.19718
06/20/2024,0.66261
06/21/2024,0.23928
06/22/2024,0.87822
06/23/2024,0.48291
06/24/2024,0.99578
06/25/2024,0.38935
06/26/2024,0.45958
06/27/2024,0.90457
06/28/2024,0.44029
06/29/2024,0.8485
06/30/2024,0.23508
07/01/2024,0.173
07/02/2024,0.43715
07/03/2024,0.91213
07/04/2024,0.74591
07/05/2024,0.4564
07/06/2024,0.90341
07/07/2024,0.65595
07/08/2024,0.09103
07/09/2024,0.79676
07/10/2024,0.42785
07/11/2024,0.72925
07/12/2024,0.05717
07/13/2024,0.41456
07/14/2024,0.54044
07/15/2024,0.00758
07/16/2024,0.43481
07/17/2024,0.51527
07/18/2024,0.71123
07/19/2024,0.86524
07/20/2024,0.99581
07/21/2024,0.2762
07/22/2024,0.24638
07/23/2024,0.00804
07/24/2024,0.18165
07/25/2024,0.1243
07/26/2024,0.51347
07/27/2024,0.56327
07/28/2024,0.76748
07/29/2024,0.89321
07/30/2024,0.61612
07/31/2024,0.55403
08/01/2024,0.29951
08/02/2024,0.53501
08/03/2024,0.60692
08/04/2024,0.0085
08/05/2024,0.57277
08/06/2024,0.33825
08/07/2024,0.85268
08/08/2024,0.74466
08/09/2024,0.29486
08/10/2024,0.23387
08/11/2024,0.00827
08/12/2024,0.19941
08/13/2024,0.047
08/14/2024,0.72067
08/15/2024,0.95005
08/16/2024,0.78807
08/17/2024,0.39381
08/18/2024,0.59793
08/19/2024,0.36428
08/20/2024,0.45406
08/21/2024,0.06554
08/22/2024,0.91092
08/23/2024,0.80696
08/24/2024,0.04603
08/25/2024,0.59774
08/26/2024,0.7527
08/27/2024,0.25419
08/28/2024,0.25141
08/29/2024,0.05398
08/30/2024,0.3129
08/31/2024,0.45226
09/01/2024,0.5312
09/02/2024,0.68973
09/03/2024,0.05459
09/04/2024,0.11855
09/05/2024,0.57749
09/06/2024,0.61045
09/07/2024,0.52684
09/08/2024,0.59534
09/09/2024,0.00649
09/10/2024,0.52087
09/11/2024,0.22241
09/12/2024,0.55795
09/13/2024,0.41357
09/14/2024,0.23695
09/15/2024,0.36867
09/16/2024,0.68106
09/17/2024,0.84908
09/18/2024,0.63071
09/19/2024,0.60152
09/20/2024,0.92229
09/21/2024,0.71386
09/22/2024,0.8311
09/23/2024,0.49451
09/24/2024,0.2951
09/25/2024,0.5256
09/26/2024,0.83869
09/27/2024,0.68275
09/28/2024,0.24432
09/29/2024,0.83397
09/30/2024,0.26061
10/01/2024,0.63247
10/02/2024,0.76443
10/03/2024,0.79154
10/04/2024,0.50017
10/05/2024,0.27898
10/06/2024,0.6702
10/07/2024,0.82323
10/08/2024,0.83484
10/09/2024,0.47862
10/10/2024,0.82644
10/11/2024,0.05175
10/12/2024,0.05506
10/13/2024,0.62573
10/14/2024,0.74306
10/15/2024,0.74561
10/16/2024,0.26831
10/17/2024,0.40757
10/18/2024,0.79808
10/19/2024,0.45829
10/20/2024,0.8112
10/21/2024,0.16209
10/22/2024,0.70903
10/23/2024,0.26388
10/24/2024,0.89633
10/25/2024,0.86291
10/26/2024,0.33565
10/27/2024,0.04775
10/28/2024,0.34132
10/29/2024,0.70388
10/30/2024,0.36579
10/31/2024,0.32793
11/01/2024,0.55747
11/02/2024,0.50243
11/03/2024,0.78425
11/04/2024,0.87464
11/05/2024,0.982
11/06/2024,0.11846
11/07/2024,0.84195
11/08/2024,0.80586
11/09/2024,0.88151
11/10/2024,0.34974
11/11/2024,0.74139
11/12/2024,0.54995
11/13/2024,0.58005
11/14/2024,0.49834
11/15/2024,0.72238
11/16/2024,0.97489
11/17/2024,0.29594
11/18/2024,0.66358
11/19/2024,0.21242
11/20/2024,0.51182
11/21/2024,0.29665
11/22/2024,0.20831
11/23/2024,0.15511
11/24/2024,0.90958
11/25/2024,0.57267
11/26/2024,0.20901
11/27/2024,0.66259
11/28/2024,0.38054
11/29/2024,0.34717
11/30/2024,0.20294
12/01/2024,0.36647
12/02/2024,0.50026
12/03/2024,0.01196
12/04/2024,0.08536
12/05/2024,0.94928
12/06/2024,0.34603
12/07/2024,0.06117
12/08/2024,0.37942
12/09/2024,0.53534
12/10/2024,0.01532
12/11/2024,0.28576
12/12/2024,0.56313
12/13/2024,0.51461
12/14/2024,0.47712
12/15/2024,0.5504
12/16/2024,0.24635
12/17/2024,0.56434
12/18/2024,0.72802
12/19/2024,0.4535
12/20/2024,0.51052
12/21/2024,0.63482
12/22/2024,0.23875
12/23/2024,0.71748
12/24/2024,0.03953
12/25/2024,0.2351
12/26/2024,0.92055
12/27/2024,0.75869
12/28/2024,0.51512
12/29/2024,0.41553
12/30/2024,0.61094
12/31/2024,0.29656
